timeElapsed,angle,buzzerOn
242101.0,-1.35,0
242389.0,0.0,0
242676.0,-2.05,0
242963.0,-2.0,0
243250.0,0.0,0
243537.0,-1.3,0
243825.0,0.0,0
244110.0,-3.33,0
244398.0,-1.4,0
244686.0,0.0,0
244973.0,-1.32,0
245260.0,-0.69,0
245547.0,-1.4,0
245835.0,0.0,0
246122.0,0.0,0
246408.0,-0.67,0
246696.0,-1.33,0
246983.0,-0.67,0
247271.0,-0.67,0
247558.0,-0.67,0
247846.0,-1.3,0
248134.0,-0.67,0
248420.0,-2.0,0
248708.0,0.67,0
248995.0,-1.35,0
249283.0,-0.68,0
249570.0,-0.67,0
249858.0,-1.36,0
250145.0,-0.68,0
250433.0,0.0,0
250719.0,-0.67,0
251007.0,-1.38,0
251295.0,-1.36,0
251582.0,0.0,0
251868.0,0.0,0
252155.0,0.0,0
252441.0,-1.33,0
252728.0,-1.35,0
253016.0,-2.07,0
253304.0,-0.67,0
253591.0,0.0,0
253877.0,0.0,0
254164.0,-0.67,0
254452.0,-0.67,0
254740.0,2.05,0
255026.0,-1.36,0
255313.0,-3.33,0
255601.0,0.0,0
255887.0,-1.33,0
256175.0,-2.02,0
256463.0,-0.67,0
256750.0,-0.67,0
257037.0,-1.35,0
257325.0,-0.66,0
257613.0,-0.66,0
257901.0,-1.36,0
258187.0,-1.33,0
258475.0,-1.97,0
258763.0,-0.67,0
259051.0,0.0,0
259337.0,0.69,0
259623.0,-0.66,0
259911.0,-0.67,0
260199.0,-0.67,0
260486.0,-0.7,0
260774.0,0.0,0
261060.0,0.0,0
261346.0,-2.0,0
261634.0,-1.35,0
261922.0,-0.67,0
262210.0,-1.33,0
262496.0,-1.35,0
262784.0,0.0,0
263071.0,-0.67,0
263359.0,0.0,0
263644.0,-1.33,0
263932.0,-1.33,0
264220.0,-1.97,0
264508.0,0.0,0
264794.0,-2.76,0
265082.0,-1.35,0
265369.0,-3.49,0
265656.0,-2.05,0
265944.0,-1.35,0
266232.0,-1.35,0
266520.0,-0.66,0
266806.0,-0.68,0
267094.0,-0.67,0
267382.0,0.0,0
267669.0,0.0,0
267955.0,-1.33,0
268242.0,0.67,0
268529.0,-1.36,0
268816.0,-1.33,0
269104.0,0.0,0
269391.0,-0.67,0
269678.0,0.0,0
269964.0,-0.7,0
270252.0,-0.67,0
270540.0,0.0,0
270826.0,-1.35,0
271113.0,0.0,0
271400.0,-1.4,0
271688.0,-0.67,0
271976.0,-1.33,0
272262.0,0.0,0
272549.0,-0.67,0
272837.0,-1.36,0
273124.0,-1.38,0
273411.0,0.0,0
273698.0,-1.32,0
273986.0,0.0,0
274272.0,-1.36,0
274560.0,-0.67,0
274847.0,-1.33,0
275135.0,-0.67,0
275422.0,-0.67,0
275710.0,-2.07,0
275998.0,-0.67,0
276285.0,-0.67,0
276572.0,-1.36,0
276860.0,0.0,0
277147.0,0.0,0
277432.0,-2.66,0
277720.0,-0.69,0
278008.0,-2.05,0
278296.0,-1.33,0
278583.0,-0.67,0
278870.0,-1.36,0
279158.0,-1.33,0
279446.0,0.0,0
279732.0,0.0,0
280018.0,0.67,0
280305.0,-2.05,0
280592.0,-0.66,0
280880.0,0.0,0
281167.0,0.66,0
281453.0,0.0,0
281739.0,-1.33,0
282027.0,-1.32,0
282315.0,0.67,0
282602.0,-0.65,0
282889.0,-0.67,0
283177.0,-1.97,0
283464.0,0.0,0
283751.0,0.0,0
284037.0,-0.67,0
284325.0,-0.67,0
284612.0,-1.33,0
284899.0,-2.69,0
285187.0,-1.33,0
285475.0,-2.1,0
285763.0,-2.0,0
286050.0,0.67,0
286336.0,-1.32,0
286624.0,-1.33,0
286912.0,-2.76,0
287199.0,-0.67,0
287487.0,-0.67,0
287774.0,0.67,0
288061.0,0.67,0
288347.0,-0.67,0
288635.0,-2.05,0
288923.0,-0.67,0
289209.0,0.0,0
289496.0,0.0,0
289783.0,-1.36,0
290071.0,-0.67,0
290358.0,0.0,0
290645.0,-0.68,0
290932.0,-0.67,0
291220.0,-2.02,0
291507.0,-0.69,0
291795.0,-0.67,0
292083.0,-1.36,0
292370.0,-4.76,0
292657.0,-0.66,0
292945.0,0.0,0
293232.0,0.0,0
293517.0,0.67,0
293804.0,0.0,0
294091.0,0.0,0
294378.0,-0.65,0
294665.0,-0.67,0
294952.0,-1.36,0
295240.0,0.0,0
295527.0,0.0,0
295813.0,-2.66,0
296101.0,-1.33,0
296388.0,0.66,0
296674.0,-0.67,0
296962.0,10.24,0
297250.0,-0.68,0
297538.0,1.33,0
297824.0,-0.67,0
298112.0,-0.67,0
298399.0,-2.0,0
298687.0,-0.66,0
298974.0,0.0,0
299261.0,-1.33,0
299549.0,-0.65,0
299836.0,-2.05,0
300123.0,0.0,0
300410.0,0.0,0
300697.0,-1.36,0
300983.0,-0.66,0
301271.0,-2.73,0
301559.0,-1.35,0
301847.0,0.0,0
302132.0,-3.37,0
302420.0,-2.02,0
302708.0,-1.35,0
302996.0,-1.36,0
303283.0,-1.35,0
303570.0,-2.69,0
303858.0,0.67,0
304144.0,0.69,0
304431.0,-1.33,0
304719.0,0.7,0
305006.0,-1.36,0
305293.0,-2.66,0
305580.0,-0.69,0
305868.0,-0.68,0
306156.0,-1.36,0
306443.0,-2.02,0
306731.0,-1.35,0
307018.0,-0.68,0
307306.0,-0.67,0
307593.0,0.0,0
307880.0,-0.67,0
308167.0,-0.68,0
308455.0,0.67,0
308741.0,0.66,0
309028.0,-0.67,0
309316.0,0.0,0
309602.0,-2.02,0
309889.0,0.0,0
310176.0,-0.68,0
310464.0,0.0,0
310750.0,-2.02,0
311037.0,0.0,0
311324.0,-3.41,0
311612.0,1.36,0
311898.0,-0.66,0
312186.0,-1.38,0
312473.0,0.0,0
312759.0,-0.67,0
313047.0,-1.35,0
313335.0,0.0,0
313621.0,0.0,0
313907.0,-1.29,0
314195.0,-0.66,0
314483.0,-1.36,0
314771.0,1.35,0
315056.0,-2.69,0
315344.0,0.66,0
315631.0,0.68,0
315917.0,-0.67,0
316205.0,-2.66,0
316493.0,0.67,0
316780.0,-2.1,0
317067.0,-1.33,0
317354.0,-11.04,0
317643.0,0.0,0
317930.0,-2.07,0
318217.0,-0.66,0
318504.0,0.0,0
318791.0,-1.35,0
319079.0,-1.32,0
319366.0,-2.05,0
319654.0,-0.67,0
319941.0,-1.33,0
320228.0,-1.35,0
320516.0,-0.67,0
320804.0,0.67,0
321091.0,-2.0,0
321377.0,-2.0,0
321665.0,-0.66,0
321953.0,-1.36,0
322241.0,-0.67,0
322528.0,-0.67,0
322815.0,-0.67,0
323103.0,-2.05,0
323391.0,-0.67,0
323678.0,-0.69,0
323966.0,0.66,0
324253.0,-1.36,0
324540.0,0.67,0
324826.0,-0.67,0
325114.0,-2.73,0
325402.0,0.0,0
325688.0,-1.38,0
325975.0,-0.66,0
326263.0,-0.67,0
326551.0,-2.02,0
326838.0,0.0,0
327125.0,-1.35,0
327412.0,0.0,0
327699.0,0.0,0
327985.0,-0.67,0
328273.0,-2.0,0
328560.0,0.67,0
328846.0,-2.05,0
329134.0,0.0,0
329421.0,-0.67,0
329709.0,0.0,0
329994.0,0.67,0
330281.0,-1.35,0
330569.0,0.0,0
330856.0,-0.66,0
331143.0,-1.32,0
331430.0,0.0,0
331717.0,-2.05,0
332004.0,-2.02,0
332292.0,0.0,0
332578.0,-0.67,0
332866.0,-2.73,0
333153.0,0.0,0
333440.0,-0.66,0
333728.0,-0.66,0
334015.0,0.0,0
334301.0,-0.66,0
334589.0,-2.0,0
334877.0,-2.0,0
335165.0,-1.33,0
335451.0,-1.35,0
335739.0,-0.67,0
336027.0,-0.66,0
336314.0,-1.36,0
336601.0,0.0,0
336888.0,-1.33,0
337176.0,-0.67,0
337463.0,-2.02,0
337751.0,-1.33,0
338038.0,-2.73,0
338326.0,0.0,0
338612.0,-0.67,0
338900.0,-0.67,0
339187.0,0.0,0
339474.0,-0.69,0
339761.0,-1.35,0
340049.0,-1.36,0
340336.0,0.0,0
340622.0,-0.67,0
340910.0,-1.3,0
341198.0,-1.36,0
341486.0,-0.67,0
341773.0,-2.02,0
342060.0,-1.33,0
342348.0,0.0,0
342635.0,-1.97,0
342922.0,-1.32,0
343210.0,0.67,0
343496.0,-2.73,0
343784.0,-0.67,0
344071.0,-0.69,0
344359.0,-1.97,0
344647.0,-2.02,0
344933.0,-0.67,0
345221.0,0.69,0
345508.0,0.66,0
345795.0,-1.97,0
346082.0,-3.37,0
346369.0,0.0,0
346656.0,0.67,0
346943.0,-1.97,0
347230.0,-1.36,0
347518.0,0.0,0
347805.0,-1.33,0
348092.0,-1.35,0
348379.0,-2.73,0
348667.0,0.0,0
348954.0,-2.1,0
349240.0,-0.66,0
349528.0,-0.68,0
349816.0,-2.63,0
350104.0,-1.32,0
350391.0,-0.69,0
350678.0,-0.67,0
350966.0,-0.68,0
351254.0,-0.67,0
351541.0,0.0,0
351828.0,-0.65,0
352115.0,-0.67,0
352403.0,-0.67,0
352690.0,-1.33,0
352978.0,-2.05,0
353265.0,0.0,0
353551.0,-0.67,0
353839.0,-0.66,0
354127.0,-3.33,0
354415.0,0.0,0
354700.0,-0.67,0
354988.0,8.4,0
355275.0,-1.32,0
355563.0,-2.1,0
355850.0,-1.97,0
356138.0,-0.66,0
356425.0,-1.33,0
356713.0,0.0,0
356999.0,-2.66,0
357287.0,-0.67,0
357574.0,0.0,0
357860.0,0.0,0
358147.0,0.0,0
358434.0,-0.67,0
358721.0,0.0,0
359007.0,-0.67,0
359295.0,0.66,0
359582.0,-1.32,0
359870.0,-0.67,0
360157.0,-1.97,0
360444.0,-1.33,0
360732.0,0.67,0
361018.0,-0.67,0
361306.0,-0.67,0
361594.0,-0.69,0
361882.0,-0.67,0
362168.0,-1.36,0
362456.0,-0.67,0
362744.0,-0.67,0
363032.0,-0.68,0
363319.0,-2.0,0
363606.0,-1.35,0
363894.0,-2.66,0
364182.0,0.67,0
364468.0,-0.66,0
364756.0,-0.66,0
365043.0,0.0,0
365330.0,-0.67,0
365617.0,0.66,0
365904.0,0.0,0
366191.0,-0.67,0
366478.0,-2.05,0
366765.0,0.67,0
367052.0,-1.35,0
367340.0,-9.35,0
367627.0,-1.35,0
367915.0,-0.71,0
368203.0,-0.67,0
368490.0,-1.33,0
368777.0,-1.38,0
369065.0,0.0,0
369352.0,-0.67,0
369640.0,-1.33,0
369926.0,0.73,0
370213.0,-1.33,0
370501.0,0.67,0
370787.0,-1.3,0
371075.0,0.0,0
371362.0,-0.67,0
371649.0,-0.65,0
371936.0,-1.33,0
372224.0,-0.67,0
372512.0,-0.69,0
372800.0,0.0,0
373085.0,-1.32,0
373373.0,-0.67,0
373661.0,0.0,0
373948.0,-0.67,0
374235.0,-2.0,0
374522.0,-0.67,0
374810.0,0.0,0
375096.0,0.65,0
375383.0,0.0,0
375670.0,-1.97,0
375957.0,-0.69,0
376244.0,-0.67,0
376532.0,-0.67,0
376820.0,0.67,0
377107.0,-1.36,0
377394.0,-1.36,0
377681.0,-0.7,0
377969.0,-1.97,0
378256.0,-2.05,0
378544.0,0.0,0
378830.0,0.0,0
379117.0,0.0,0
379403.0,0.7,0
379690.0,-2.0,0
379978.0,0.0,0
380265.0,-1.33,0
380551.0,0.0,0
380838.0,-0.67,0
381126.0,-0.67,0
381413.0,-1.33,0
381700.0,0.0,0
381987.0,1.32,0
382274.0,-2.0,0
382561.0,0.68,0
382848.0,0.67,0
383135.0,-1.35,0
383422.0,0.0,0
383708.0,-0.67,0
383996.0,-1.4,0
384284.0,-1.3,0
384572.0,-2.05,0
384858.0,-0.66,0
385146.0,-1.35,0
385434.0,-1.33,0
385721.0,0.67,0
386008.0,-1.32,0
386295.0,0.0,0
386582.0,-1.3,0
386869.0,-1.33,0
387157.0,-2.73,0
387445.0,-0.66,0
387733.0,-0.67,0
388019.0,-1.33,0
388307.0,0.0,0
388594.0,-2.76,0
388882.0,-1.35,0
389169.0,-0.68,0
389456.0,0.69,0
389743.0,0.69,0
390029.0,-10.19,0
390318.0,-0.67,0
390606.0,0.0,0
390893.0,-0.67,0
391179.0,0.0,0
391466.0,-1.4,0
391754.0,-1.33,0
392042.0,-0.69,0
392328.0,0.0,0
392615.0,1.33,0
392902.0,-1.35,0
393189.0,-0.67,0
393477.0,-0.67,0
393764.0,0.0,0
394051.0,-0.67,0
394338.0,-1.35,0
394626.0,0.68,0
394913.0,1.33,0
395200.0,0.0,0
395486.0,-1.4,0
395773.0,-1.33,0
396061.0,0.0,0
396348.0,-0.68,0
396635.0,0.67,0
396921.0,-0.67,0
397209.0,0.0,0
397495.0,0.67,0
397782.0,-2.66,0
398070.0,0.0,0
398356.0,-0.66,0
398643.0,0.67,0
398930.0,0.0,0
399217.0,-2.05,0
399504.0,-1.36,0
399791.0,0.0,0
400078.0,-0.67,0
400366.0,0.67,0
400652.0,0.0,0
400938.0,0.0,0
401225.0,0.0,0
401512.0,-0.69,0
401799.0,-1.35,0
402086.0,0.0,0
402373.0,-2.05,0
402660.0,0.0,0
402947.0,-1.33,0
403234.0,0.66,0
403521.0,-0.67,0
403808.0,-1.35,0
404096.0,0.0,0
404383.0,-1.33,0
404670.0,-1.32,0
404957.0,0.0,0
405244.0,-3.29,0
405532.0,-2.02,0
405820.0,-0.67,0
406106.0,0.0,0
406393.0,-2.79,0
406681.0,-0.67,0
406967.0,0.0,0
407254.0,-0.68,0
407542.0,-1.35,0
407830.0,-2.0,0
408117.0,-2.05,0
408404.0,0.0,0
408691.0,-0.66,0
408979.0,-0.67,0
409266.0,0.0,0
409553.0,-1.32,0
409840.0,-0.67,0
410127.0,0.68,0
410414.0,-1.35,0
410702.0,-1.36,0
410990.0,-1.4,0
411276.0,0.0,0
411563.0,0.0,0
411850.0,0.0,0
412137.0,-1.33,0
412423.0,-0.67,0
412711.0,0.0,0
412998.0,0.0,0
413284.0,-0.68,0
413571.0,0.0,0
413858.0,-0.67,0
414146.0,-1.33,0
414433.0,-2.66,0
414721.0,-0.65,0
415008.0,-2.0,0
415296.0,0.67,0
415582.0,-1.32,0
415870.0,-0.67,0
416158.0,-1.32,0
416445.0,0.0,0
416731.0,-2.0,0
417019.0,-0.68,0
417307.0,-2.66,0
417594.0,-1.35,0
417881.0,-1.35,0
418169.0,0.0,0
418456.0,-1.33,0
418743.0,-0.67,0
419031.0,-1.35,0
419318.0,-0.68,0
419606.0,0.0,0
419892.0,-1.35,0
420180.0,-1.33,0
420467.0,0.0,0
420754.0,-0.68,0
421041.0,-1.35,0
421329.0,-1.33,0
421617.0,-0.69,0
421903.0,0.0,0
422190.0,-0.66,0
422478.0,0.0,0
422765.0,-0.67,0
423051.0,-1.36,0
423339.0,-0.66,0
423627.0,-0.66,0
423915.0,0.0,0
424201.0,-0.67,0
424488.0,-0.68,0
424776.0,-1.32,0
425064.0,1.35,0
425350.0,-1.36,0
425638.0,-0.67,0
425925.0,-2.05,0
426212.0,0.0,0
426499.0,-0.66,0
426787.0,0.67,0
427074.0,-1.35,0
427360.0,-1.4,0
427648.0,0.66,0
427935.0,-1.35,0
428223.0,1.33,0
428509.0,-1.33,0
428797.0,-0.7,0
429084.0,-0.66,0
429372.0,0.0,0
429658.0,-0.67,0
429946.0,-0.67,0
430233.0,0.0,0
430519.0,0.67,0
430806.0,0.0,0
431093.0,-1.35,0
431381.0,0.0,0
431667.0,-1.38,0
431954.0,0.0,0
432241.0,0.0,0
432527.0,-1.35,0
432815.0,1.4,0
433101.0,-0.67,0
433389.0,-2.07,0
433676.0,0.67,0
433963.0,-0.71,0
434251.0,-1.35,0
434538.0,0.0,0
434824.0,0.0,0
435111.0,0.0,0
435397.0,-2.0,0
435684.0,-0.67,0
435972.0,0.0,0
436259.0,0.0,0
436545.0,0.0,0
436831.0,-0.66,0
437119.0,-2.02,0
437407.0,-1.33,0
437695.0,-1.33,0
437981.0,0.68,0
438268.0,-0.66,0
438556.0,-1.33,0
438844.0,0.0,0
439130.0,0.0,0
439417.0,-1.36,0
439704.0,0.0,0
439990.0,-1.33,0
440278.0,-1.36,0
440566.0,-0.67,0
440853.0,0.0,0
441139.0,-1.35,0
441427.0,-1.32,0
441715.0,-2.02,0
442002.0,-2.02,0
442289.0,-0.67,0
442577.0,-1.35,0
442865.0,-2.05,0
443152.0,-11.04,0
443440.0,-1.33,0
443728.0,-1.33,0
444016.0,0.67,0
444302.0,-1.36,0
444590.0,0.0,0
444876.0,0.0,0
445163.0,-0.67,0
445450.0,-1.33,0
445738.0,-1.36,0
446026.0,-0.67,0
446313.0,0.68,0
446599.0,-1.35,0
446887.0,-0.67,0
447175.0,-0.67,0
447463.0,-0.67,0
447750.0,-0.67,0
448037.0,-2.05,0
448325.0,-2.63,0
448612.0,0.0,0
448899.0,0.67,0
449186.0,-0.68,0
449474.0,-0.67,0
449760.0,-0.67,0
450048.0,-1.32,0
450336.0,0.0,0
450623.0,-0.68,0
450910.0,-0.68,0
451197.0,0.0,0
451484.0,-1.32,0
451772.0,-3.9,0
452059.0,-1.33,0
452347.0,-1.32,0
452634.0,0.66,0
452920.0,0.7,0
453207.0,-1.35,0
453495.0,0.0,0
453782.0,-1.33,0
454068.0,-2.02,0
454356.0,0.0,0
454643.0,-1.35,0
454931.0,-2.05,0
455217.0,0.0,0
455504.0,-1.33,0
455792.0,0.0,0
456078.0,-0.67,0
456366.0,-1.36,0
456654.0,0.67,0
456941.0,-1.38,0
457227.0,0.0,0
457514.0,-0.67,0
457802.0,-1.36,0
458090.0,-0.67,0
458376.0,-0.67,0
458664.0,0.0,0
458951.0,-1.32,0
459239.0,-1.97,0
459526.0,-0.68,0
459813.0,0.68,0
460100.0,0.0,0
460386.0,-0.68,0
460674.0,-0.67,0
460962.0,0.68,0
461249.0,-0.68,0
461535.0,-0.67,0
461823.0,-1.35,0
462111.0,-0.69,0
462399.0,-0.67,0
462686.0,-2.02,0
462973.0,-0.67,0
463261.0,-0.67,0
463549.0,0.0,0
463835.0,0.72,0
464122.0,-0.68,0
464410.0,0.67,0
464695.0,-1.35,0
464983.0,-1.38,0
465271.0,0.66,0
465558.0,-0.68,0
465845.0,-1.97,0
466133.0,-0.66,0
466420.0,-0.67,0
466708.0,0.0,0
466994.0,-1.35,0
467282.0,-0.67,0
467569.0,0.0,0
467855.0,-2.05,0
468143.0,-1.32,0
468431.0,-0.67,0
468718.0,0.0,0
469004.0,-1.32,0
469292.0,-0.65,0
469580.0,0.0,0
469867.0,-2.76,0
470154.0,0.66,0
470440.0,0.0,0
470727.0,-2.73,0
471015.0,-1.33,0
471302.0,0.0,0
471588.0,0.0,0
471875.0,0.0,0
472161.0,0.0,0
472448.0,-0.68,0
472736.0,-0.65,0
473023.0,0.0,0
473309.0,-0.66,0
473597.0,0.0,0
473884.0,0.67,0
474170.0,-0.67,0
474457.0,0.68,0
474744.0,0.0,0
475031.0,0.67,0
475317.0,0.0,0
475604.0,0.0,0
475890.0,0.0,0
476176.0,-2.05,0
476464.0,0.0,0
476751.0,0.68,0
477038.0,-0.67,0
477324.0,-0.69,0
477612.0,-0.67,0
477900.0,-0.67,0
478188.0,-1.32,0
478475.0,-1.32,0
478763.0,0.67,0
479049.0,-1.38,0
479337.0,-0.66,0
479624.0,-1.32,0
479912.0,0.0,0
480198.0,0.0,0
480484.0,-1.33,0
480772.0,-1.35,0
481060.0,-1.35,0
481348.0,0.0,0
481634.0,-2.05,0
481921.0,-0.67,0
482209.0,-1.33,0
482497.0,0.0,0
482782.0,0.0,0
483069.0,0.7,0
483356.0,0.67,0
